"","V1","V2"
"1853","frequentav","frequent; repeat often; haunt; throng; crowd; celebrate;"
"1854","fricu","rub, chafe;"
"1855","friav","rub; crumble;"
"1856","frixav","thoroughly roast;"
"1857","fromav","throw up;"
"1858","fructiferav","bear fruit; (Vulgate 4 Ezra 16:25/26);"
"1859","fructificav","sprout, produce new growth (plants); bear (new) fruit (L+S); increase (Douay);"
"1860","frustrav","disappoint, frustrate, deceive (w/false hope); escape/elude; baffle/evade; fail;"
"1861","frustrav","|reject; delay; rob/defraud/cheat; pretend; refute (argument); corrupt/falsify;"
"1862","fruticav","put forth shoots, bush/branch out; (antlers); become bushy, grow thickly (hair);"
"1863","fucav","color; paint; dye;"
"1864","fugav","put to flight, rout; chase away; drive into exile;"
"1865","fulgurav","glitter/flash/shine brightly, gleam; light up; (IMPERS) it lightens;"
"1866","fulminav","lighten; cause lightning to strike; strike like lightning;"
"1867","fumificav","smoke (a cigar);"
"1868","fumigav","smoke (kitchen);"
"1869","fumigav","smoke, fumigate; treat with/subject to smoke; produce smoke (L+S); steam;"
"1870","fumav","smoke, steam, fume, reek;"
"1871","fundav","establish, found, begin; lay the bottom, lay a foundation; confirm;"
"1872","funerav","bury solemnly, inter with the funeral rites;"
"1873","funestav","pollute by murder;"
"1874","furcillav","support;"
"1875","furiav","madden, enrage;"
"1876","fuscav","darken, blacken, make dark; (INTRANS) become dark;"
"1877","galeav","cover with a helmet;"
"1878","gargarissav","gargle;"
"1879","gargarizav","gargle;"
"1880","gelav","cause to freeze; (pass.) be frozen, be chilled;"
"1881","geminav","double; repeat; double the force of; pair (with);"
"1882","gemmav","bud, come into bud, put out buds;"
"1883","generav","beget, father, produce, procreate; spring/descend from (PASSIVE);"
"1884","germinav","sprout forth;"
"1885","gestitav","carry often; wear often;"
"1886","gestav","bear, carry; wear;"
"1887","glaciav","freeze;"
"1888","glomerav","collect, amass, assemble; form into a ball;"
"1889","glorificav","glorify; magnify, honor, worship (Def); exalt in thought/speech; uplift;"
"1890","glutinav","glue; B:join (espec. wounds);"
"1891","graecissav","imitate the Greeks;"
"1892","grandinavi","it hails;"
"1893","gratificav","oblige, gratify, humor, show kindness to; bestow, make a present of;"
"1894","gravidav","impregnate, make pregnant; load/weigh down, burden (Ecc); oppress, incommode;"
"1895","gravitav","revolve;"
"1896","gravav","load/weigh down; burden, oppress; pollute (air); accuse, incriminate; aggravate;"
"1897","gregav","gather, assemble;"
"1898","gubernav","steer, drive, pilot, direct, manage, conduct, guide, control, govern;"
"1899","gustav","taste, sip; have some experience of; enjoy;"
"1900","gypsav","cover with gypsum;"
"1901","gyrav","go around/about (thing); turn/wheel around/in a circle;"
"1902","habilitav","enable; make suitable;"
"1903","habitav","inhabit, dwell; live, stay;"
"1904","habituav","habituate, bring into condition/habit (body); (PASS) be conditioned/in habit;"
"1905","haesitav","stick hesitate, be undecided; be stuck;"
"1906","halitav","breathe;"
"1907","halav","emit (vapor, etc); be fragrant;"
"1908","hebetav","blunt, deaden, make dull/faint/dim/torpid/inactive (light/plant/senses), weaken;"
"1909","hereditav","inherit;"
"1910","hibernav","spend the winter; be in winter quarters;"
"1911","hiemav","winter, pass the winter, keep winter quarters; be wintry/frozen/stormy;"
"1912","hilarav","cheer, gladden; give cheerful appearance to;"
"1913","hiav","be wide open, gape; be greedy for; be open-mouthed (with astonishment, etc);"
"1914","honestav","honor (with); adorn, grace;"
"1915","honorificav","honor; do honor to; confer honor;"
"1916","honorav","respect, honor;"
"1917","horripilav","become bristly/hairy; be shaggy (L+S); shudder/shake (Sou); pierce (Douay);"
"1918","hospitav","play/act as host; offer hospitality; put up guests/lodgers;"
"1919","humanav","make human; (in PASSIVE of the incarnation of Christ);"
"1920","humectav","moisten;"
"1921","humiliav","humble; abase; humiliate (Def);"
"1922","humav","inter, bury;"
"1923","hymnizav","sing hymns; worship in song;"
"1924","hypnotizav","hypnotize;"
"1925","hypothecav","mortgage;"
"1926","identificav","identify;"
"1927","idololatriav","worship an idol;"
"1928","ignorav","not know; be unfamiliar with; disregard; ignore; be ignorant of;"
"1929","illaborav","work (at); (w/DAT);"
"1930","illacrimav","weep over/at (with DAT); shed tears; water (eyes);"
"1931","illaqueav","take in a snare; ensnare, entangle;"
"1932","illectav","entice, attract, allure;"
"1933","illigav","bind, fasten, tie up;"
"1934","illuminav","illuminate; color;"
"1935","illuminav","illuminate, give light to; light up; reveal/throw light on; brighten (w/color);"
"1936","illustrav","illuminate, light up; give glory; embellish; make clear, elucidate; enlighten;"
"1937","imitav","imitate/copy/mimic; follow; make an imitation/reproduction; resemble; simulate;"
"1938","immigrav","move (into);"
"1939","immolav","sacrifice, offer (victim) in sacrifice; sprinkle with sacred meal; immolate;"
"1940","immortalificav","immortalize;"
"1941","immurmurav","murmur, mutter (at or to);"
"1942","immutav","change, alter, transform;"
"1943","imperitav","command, govern;"
"1944","imperav","order, command, levy; rule (over) (w/DAT);"
"1945","impetrav","obtain/procure (by asking/request/entreaty); succeed/achieve/be granted; obtain;"
"1946","impinguav","fatten, make fat/sleek; become fat/thick; anoint (with oil) (Douay);"
"1947","impiav","render impervious; stain with sin;"
"1948","implacitav","implead; be pleaded against;"
"1949","implanav","deceive, delude; lead astray;"
"1950","implantav","implant; put in; add; plant; establish;"
"1951","implicav","implicate; involve/engage/entangle/embroil; interweave/fold/twine w/itself;"
"1952","implicav","|entwine/enfold/envelop/encircle; wrap up inside; embrace; enclose; hem in;"
"1953","implicav","||interweave/interlace/intertwine; clasp/grasp (L+S); unite/join/mix;"
"1954","implicav","|||perplex/confuse/confound/complicate; take hold (disease);"
"1955","implicav","||||(PASS) be intimately associated/connected/related/bound; be a tangle/maze;"
"1956","implicu","implicate; involve/engage/entangle/embroil; interweave/fold/twine w/itself;"
"1957","implicu","|entwine/enfold/envelop/encircle; wrap up inside; embrace; enclose; hem in;"
"1958","implicu","||interweave/interlace/intertwine; clasp/grasp (L+S); unite/join/mix;"
"1959","implicu","|||perplex/confuse/confound/complicate; take hold (disease);"
"1960","implicu","||||(PASS) be intimately associated/connected/related/bound; be a tangle/maze;"
"1961","implorav","appeal to, invoke; beg, beseech, implore; ask for help/favor/protection;"
"1962","importav","bring in, convey; import; bring about, cause;"
"1963","imprisonav","imprison;"
"1964","improbav","disapprove of, express disapproval of, condemn; reject;"
"1965","improperav","blame (person); reproach (with), taunt, upbraid (L+S);"
"1966","improperav","hasten into, enter hastily;"
"1967","impugnav","fight against, attack, assail;"
"1968","imputav","charge, enter as debt/credit; take into account; impute, ascribe; lay to charge;"
"1969","imputav","|claim credit/recompense for; make a favor a cause for obligation;"
"1970","inaedificav","build (in a place); wall up;"
"1971","inaequav","make equal; make level; make even (L_S);"
"1972","inaestuav","rage;"
"1973","inalbav","whiten; brighten;"
"1974","inamaricav","embitter;"
"1975","inambulav","walk up and down;"
"1976","inargentav","overlay with silver;"
"1977","inarav","plow in; cultivate;"
"1978","inaugurav","take omens by the flight of birds; consecrate by augury;"
"1979","inaurav","gild, make rich;"
"1980","incantav","sing; say over; consecrate with spells;"
"1981","incapacitav","bridle; put a halter on; halter, muzzle (L+S); fetter, entangle; make ass of;"
"1982","incarcerav","imprison, incarcerate, confine, shut up in prison, jail;"
"1983","incardinav","incardinate; become member of diocese (clergy); raise to cardinal;"
"1984","incarnav","make incarnate, make into flesh; (PASS) be made flesh, become incarnate;"
"1985","incarav","make incarnate, make into flesh; (PASS) be made flesh, become incarnate;"
"1986","incensav","burn incense;"
"1987","inceptav","begin; undertake; attempt;"
"1988","incerav","smear over; E:attach wax tablet to;"
"1989","incertav","render uncertain;"
"1990","incestav","pollute, defile;"
"1991","inchoav","begin/start (work); set going, establish; draft/sketch/outline; enter upon;"
"1992","incilav","blame, scold;"
"1993","incinerav","burn to ashes;"
"1994","incitav","enrage; urge on; inspire; arouse;"
"1995","inclamitav","abuse; scold;"
"1996","inclamav","cry out (to), call upon; abuse, revile;"
"1997","inclinav","bend; lower; incline; decay; grow worse; set (of the sun); deject;"
"1998","incohav","begin/start (work); set going, establish; draft/sketch/outline; enter upon;"
"1999","incolav","live, dwell/reside (in); inhabit; sojourn;"
"2000","incommodav","inconvenience, obstruct, hinder; be inconvenient/troublesome, cause difficulty;"
"2001","inconciliav","win over by trickery; embarrass;"
"2002","incrassav","fatten; make thick/stout;"
"2003","increpitav","chide, utter (noisy) reproaches at;"
"2004","increpav","rattle, snap, clash, roar, twang, make noise; (alarm/danger); strike noisily;"
"2005","increpav","rebuke, chide, reprove; protest at/indignantly, complain loudly/scornfully;"
"2006","increpu","rattle, snap, clash, roar, twang, make noise; (alarm/danger); strike noisily;"
"2007","increpu","rebuke, chide, reprove; protest at/indignantly, complain loudly/scornfully;"
"2008","incrustav","cover (with a layer), coat, line, daub; give an ornamental layer to, encrust;"
"2009","incubitav","lie upon; brood;"
"2010","incubav","brood; (rare alt. perf/vpar for incubo);"
"2011","incubu","lie in or on (w/DAT); sit upon; brood over; keep a jealous watch (over);"
"2012","inculcav","force upon, impress, drive home;"
"2013","incumberav","encumber;"
"2014","incumbrav","obstruct; block;"
"2015","incursitav","rush upon; attack;"
"2016","incursav","strike/run/dash against, attack; make raids upon;"
"2017","incurvav","make crooked or bent; cause to bend down;"
"2018","incusav","accuse, blame, criticize, condemn;"
"2019","indagav","track down, hunt out; search out, try to find/procure by seeking; investigate;"
"2020","indecorav","disgrace;"
"2021","indicav","point out, show, indicate, expose, betray, reveal; inform against, accuse;"
"2022","indubitav","have misgivings (about);"
"2023","indurav","make hard;"
"2024","indutiav","grant stay; E:clothe in monk's habit;"
"2025","inebriav","intoxicate, make drunk; saturate/drench (with any liquid);"
"2026","inerrav","wander; ramble;"
"2027","inescav","entice; fill with food;"
"2028","infamav","bring into disrepute; defame;"
"2029","infatuav","make a fool of;"
"2030","infelicitav","make unhappy;"
"2031","infelicav","make unhappy;"
"2032","infensav","treat in a hostile manner;"
"2033","infestav","vex (w/attacks), harass, molest; make unsafe, disturb; infest; damage, impair;"
"2034","infimav","bring down to the lowest level; weaken, enfeeble; refute, invalidate, annul;"
"2035","infirmav","weaken; diminish; annul; (PASS) be ill (Bee);"
"2036","inflammav","set on fire, inflame, kindle; excite;"
"2037","inflav","blow into/upon; puff out;"
"2038","informav","shape, form; fashion; form an idea of;"
"2039","infrenav","bridle;"
"2040","infricu","rub in;"
"2041","infrigidav","chill; cool;"
"2042","infriav","rub into; strew upon;"
"2043","infulav","invest/vest with mitre/episcopal insignia; put on vestments; adorn w/halo;"
"2044","infuscav","darken; corrupt;"
"2045","ingeminav","redouble; increase in intensity;"
"2046","ingenerav","implant;"
"2047","ingeniculav","kneel;"
"2048","ingravav","aggravate, make worse, weigh down, oppress, molest;"
"2049","ingurgitav","pour in liquid in a flood; engulf/plunge in; immerse in (activity); glut/gorge;"
"2050","inhabilitav","disqualify; incapacitate;"
"2051","inhabitav","dwell in, inhabit, occupy; wear (garments) (L+S);"
"2052","inhaereditav","appoint an heir;"
"2053","inhaeredav","appoint an heir;"
"2054","inhalav","breathe; breathe on;"
"2055","inhereditav","appoint an heir;"
"2056","inheredav","appoint an heir;"
"2057","inhiav","gape, be open mouthed with astonishment; covet, desire;"
"2058","inhonestav","disgrace;"
"2059","inhonorav","dishonor;"
"2060","inimicav","make enemies;"
"2061","initiav","initiate (into); admit (to) with introductory rites;"
"2062","injectav","apply; lay on;"
"2063","injuriav","injure; do injury; wrong, do wrong;"
"2064","injurav","not to swear;"
"2065","inlaborav","work (at); (w/DAT);"
"2066","inlacrimav","weep over/at (with DAT); shed tears; water (eyes);"
"2067","inlagav","inlaw; return to law from outlawry; reverse outlawry of person;"
"2068","inluminav","illuminate, give light to; light up; reveal/throw light on; brighten (w/color);"
"2069","inlustrav","illuminate, light up; give glory; embellish; make clear, elucidate; enlighten;"
"2070","innatav","swim (in or on); swim (into); float upon;"
"2071","innav","swim or float (in or on); sail (on);"
"2072","innocav","harrow in;"
"2073","innovav","alter, make a innovation in; renew, restore; return to a thing (L+S);"
"2074","inpetrav","obtain/procure (by asking/request/entreaty); succeed/achieve/be granted; obtain;"
